kingdom;phylum;class;order;family;species;iNatClass;first_level;second_level;third_level;fourth_level;fifth_level;observations_per_species;second_level_taxonomic_rank;third_level_taxonomic_rank;fourth_level_taxonomic_rank;fifth_level_taxonomic_rank;Observations;Average_observations_per_species_for_the_family
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypotrachyna catawbiensis;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;25;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypotrachyna horrescens;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;2;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypotrachyna laevigata;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypotrachyna minarum;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;23;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypotrachyna revoluta;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;82;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Hypotrachyna sinuosa;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;325;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Imshaugia aleurites;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;396;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Imshaugia placorodia;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;44;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Kaernefeltia californica;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;63;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Kaernefeltia merrillii;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;182;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Lecidea picea;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Letharia columbiana;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;479;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Letharia lupina;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;305;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Letharia vulpina;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;3198;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Masonhalea inermis;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Masonhalea richardsonii;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;165;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Melanelia agnata;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Melanelia culbersonii;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Melanelia hepatizon;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;111;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Melanelia stygia;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;25;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Melanelixia albertana;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;40;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Melanelixia glabratula;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;54;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Melanelixia subargentifera;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;36;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Melanelixia subaurifera;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;982;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Melanohalea elegantula;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;2;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Melanohalea exasperata;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;4;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Melanohalea exasperatula;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;156;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Melanohalea halei;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;4;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Melanohalea infumata;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;2;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Melanohalea multispora;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;18;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Melanohalea olivacea;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;44;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Melanohalea olivaceoides;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Melanohalea septentrionalis;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;85;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Melanohalea subelegantula;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;1;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Melanohalea subolivacea;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;3;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Melanohalea tahltan;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Melanohalea trabeculata;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;7;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Menegazzia subsimilis;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;563;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Menegazzia terebrata;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;220;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Montanelia disjuncta;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;44;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Montanelia panniformis;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;82;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Montanelia saximontana;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;1;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Montanelia secwepemc;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Montanelia sorediata;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;59;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Myelochroa aurulenta;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;329;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Myelochroa galbina;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;80;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Myelochroa obsessa;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;29;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Nodobryoria abbreviata;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;90;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Nodobryoria oregana;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;2;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Nodobryoria subdivergens;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmelia fertilis;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;62;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmelia fraudans;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;21;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmelia hygrophila;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;65;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmelia neodiscordans;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;1;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmelia omphalodes;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;68;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmelia pseudosulcata;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;15;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmelia saxatilis;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;667;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmelia skultii;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmelia squarrosa;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;2296;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmelia sulcata;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;6899;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmelia sulymae;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;1;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmelina coleae;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmeliopsis ambigua;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;318;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmeliopsis capitata;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;129;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmeliopsis esorediata;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmeliopsis hyperopta;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;207;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmeliopsis subambigua;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmotrema arnoldii;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;118;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmotrema cetratum;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmotrema crinitum;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;495;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmotrema hypotropum;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;105;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmotrema margaritatum;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmotrema perforatum;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;19;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmotrema perlatum;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;154;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmotrema reticulatum;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;57;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmotrema stuppeum;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;4;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Parmotrema subtinctorium;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Platismatia glauca;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;3797;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Platismatia herrei;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;778;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Platismatia lacunosa;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;165;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Platismatia norvegica;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;190;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Platismatia stenophylla;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;73;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Platismatia tuckermanii;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;1107;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Platismatia wheeleri;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Protoparmelia badia;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;16;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Protoparmelia cupreobadia;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Protoparmelia hypotremella;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;7;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Protoparmelia ochrococca;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;51;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Pseudephebe minuscula;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;24;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Pseudephebe pubescens;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;117;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Pseudevernia cladonia;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;32;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Pseudevernia consocians;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;225;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Punctelia appalachensis;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;117;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Punctelia bolliana;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;147;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Punctelia borreri;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Punctelia caseana;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;190;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Punctelia jeckeri;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;47;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Punctelia perreticulata;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;39;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Punctelia rudecta;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;1761;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Punctelia stictica;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;73;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Tuckermanella fendleri;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Tuckermannopsis americana;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Tuckermannopsis chlorophylla;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Tuckermannopsis ciliaris;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Tuckermannopsis orbata;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Tuckermannopsis platyphylla;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Tuckermannopsis sepincola;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Tuckermannopsis subalpina;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Usnea alpina;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;1;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Usnea cavernosa;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;224;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Usnea ceratina;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;4;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Usnea chaetophora;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;1;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Usnea cornuta;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;263;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Usnea dasopoga;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;672;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Usnea diplotypus;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Usnea esperantiana;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;1;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Usnea fibrillosa;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Usnea flammea;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Usnea flavocardia;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;19;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Usnea fragilescens;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;5;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Usnea fulvoreagens;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Usnea glabrata;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;6;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Usnea glabrescens;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;4;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Usnea hirta;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;2356;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Usnea intermedia;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;17;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Usnea macaronesica;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Usnea merrillii;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Usnea mutabilis;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Usnea nidulans;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Usnea occidentalis;Fungi;Fungi;Lecanoromycetes;Lecanorales;Parmeliaceae;0;0;Class;Order;Family;NA;64839;230
